,Name,User Name,Following,Followers,Tweet,Favorite,RT,created at,treated Tweet
305,Glizzycoin,@GlizzyCoin_,17,13,Day trading at 125x leverage on $BTC.30 seconds in: https://t.co/m8vB0Gu4Od,3,1,2021-07-20 21:27:17,day trading at 125 x leverage on $ btc.30 second in : https://t.co/m8vb0gu4od 
306,Luke Ⓥ,@VeChainLuke,94,4968,"Haven't checked this in a while but just sharing for fun, doesn't mean anything (not actual TA). My #Bitcoin wyckoff has been pretty on point 🎯 $BTC #BTC https://t.co/Ek3tTuygql",29,2,2021-07-20 21:27:16,"have not check this in a while but just share for fun , do not mean anything ( not actual of ) . my # Bitcoin wyckoff have be pretty on point at $ btc # btc https://t.co/ek3ttuygql "
307,Sil3ntVip3r,@Sil3ntVip3r,1314,285,#NowPlaying P.O.D. - Set Your Eyes To Zion  &gt;&gt;&gt;&gt;#BitcoinZ&lt;&lt;&lt;&lt; radio station. Find us on discord:  https://t.co/tM3UjqfUrM listen to us:  https://t.co/U3KrZe2L51#Crypto #cryptocurency #btcz #btc #decentralization @BTCZOfficial @BitcoinZTeamhttps://t.co/63smHc4X28,1,1,2021-07-20 21:27:10,# now play P.O.D. - set you eye to Zion &gt;&gt;&gt ;&gt ; #BitcoinZ&lt;&lt ;&lt ;&lt ; radio station . find we on discord : https://t.co/tm3ujqfurm listen to we : https://t.co/u3krze2l51#crypto # cryptocurency # btcz #btc # decentralization @btczofficial @bitcoinzteamhttps://t.co/63smhc4x28 
308,Frankie D....TEAMSTALLION,@italianostyle2,113919,119369,@HafisSapardi @As_Ha7 @MarEthr @PuspitaNagari_ @PriSilSt @4bby5 @R2__Adv @_Tzny @DougQuantz @lovecelticwoman @lumpie125 @Tana_Pato @pdtgpi @TkahashiChuletn @AshleyBrown_btc @20_Foxtrot @iffttii @SmartMom_1 You're welcome @HafisSapardi #TEAMSTALLION Family is Trending,4,2,2021-07-20 21:25:53,@HafisSapardi @as_ha7 @ marethr @ puspitanagari_ @ prisil St @ 4bby5 @ r2__adv @_ Tzny @ Doug Quantz @lovecelticwoman @lumpie 125 @ Tana_ Pato @pdtgpi @ TkahashiChuletn @ Ashley brown_btc @ 20 _ foxtrot @iffttii @smartmom_1 you be welcome @ HafisSapardi # TEAMSTALLION Family be trend 
309,AlexE,@FXAlexE,341,4793,"@army_shiba yupmy personal targets (as an investor, marketing aside) arebtc $100k 2021 q4eth $12k 2022 q2 ( post 2.0 implementation)leash $50k - 75k 2021 q4ada $8 2021 q4shib who knowsbone who knows",71,15,2021-07-20 21:25:36,"@army_shiba yupmy personal target ( as a investor , marketing aside ) breeb $ 100 k 2021 q4eth $ 12 k 2022 q2 ( post 2.0 implementation ) leash $ 50 k - 75 k 2021 q4ada $ 8 2021 q4shib who knowsbone who know "
310,Crypto Bezos,@BezosCrypto,1159,594,#Bitcoin DeFi is on the rise as Dorsey's Square muscles into ether territory - Business Insider #BTC #XRP #ETH #BCH #LTC #ADA #ZEC #BTT #TRX #LOOM #BAT #PUNDIX #ETN #BNB #XVG #POWR #ARK #DCN #PAC https://t.co/5LH2KsxIvP,3,1,2021-07-20 21:24:44,# Bitcoin DeFi be on the rise as Dorsey 's Square muscle into ether territory - business Insider # BTC # xrp # ETH # bch # ltc # ada # zec # btt # trx # loom # bat # pundix # etn # bnb # XVG # powr # ark # dcn # pac https://t.co/5lh2ksxivp 
311,Seize The DIP,@Seizethedip,278,323,"Where the hell are all you beautiful diamond hands? Let's be friends!If you didn't sell the dip, congratulations! Comment #seizethedip &amp; I'll follow you. #DiamondHands #HODL #HoldTheDip#buythedip #SEIZETHEDIP #BTC #ETH #ADA #VET #ONE #SHIB #COTI #Everipedia #Siacoin #AGIx https://t.co/iTjTyQ1mnk",7,4,2021-07-20 21:24:37,"where the hell be all you beautiful diamond hand ? let we be friend ! if you do not sell the dip , congratulation ! comment # seizethedip &amp ; I will follow you . # DiamondHands # hodl # holdthedip#buythedip # seizethedip # btc # eth # ada # vet # one # shib # coti # everipedia # siacoin # agi x https://t.co/itjtyq1mnk "
312,💎 Baby Crypto 💎,@Crypto_BSC_Gem,1289,317,"If you don’t believe it or don’t get it, I don’t have the time to try to convince you, sorry.– Satoshi Nakamoto#BTC #BtcTurk #BITCOIN #bitcointurkiye",1,2,2021-07-20 21:24:21,"if you do not believe it or do not get it , I do not have the time to try to convince you , sorry . - Satoshi Nakamoto#BTC # BtcTurk # bitcoin # bitcointurkiye "
313,Ozii,@Ozii54711830,73,0,"@blueorigin #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC     #BabyDoge  #Binance    #BSCGem #bscscan",1,1,2021-07-20 21:24:19,"@blueorigin # freedoge # freedogetoken @ freedogetoken1 which one do you think 50 x 100 x 1000 x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aae you be amazing , elon mask be talk about we # BTC # BabyDoge # binance # bscgem # bscscan "
314,deyonté 🟩,@deyonte_btc,4907,5429,Everyone calling for 20K to happen 100% feels like 3-5 months ago where everyone called for 100K+ without anticipating a draw down. #bitcoin,36,3,2021-07-20 21:24:06,everyone call for 20 k to happen 100 % feel like 3 - 5 month ago where everyone call for 100 k + without anticipate a draw down . # bitcoin 
315,Crypto Bezos,@BezosCrypto,1159,594,Report: Bank of America to allow some clients to trade bitcoin futures - Axios #Bitcoin #BTC #XRP #ETH #BCH #LTC #ADA #ZEC #BTT #TRX #LOOM #BAT #PUNDIX #ETN #BNB #XVG #POWR #ARK #DCN #PAC  https://t.co/GivzSYc7GZ,2,2,2021-07-20 21:24:02,report : bank of America to allow some client to trade bitcoin future - Axios # Bitcoin # BTC # xrp # eth # bch # ltc # ada # zec # btt # trx # loom # bat # pundix # etn # bnb # xvg # powr # ark # dcn # pac https://t.co/givzsyc7gz 
316,Paxful,@paxful,173,107669,The future of #BTC in one GIF? 🔮We'll go first 💜 https://t.co/QvaXYfj4Jo,16,2,2021-07-20 21:23:59,the future of # btc in one GIF ? '' we will go first at https://t.co/qvaxyfj4jo 
317,Smashelito,@smashelito,185,552,Life of a Retail trader 🙃#ES_F $SPX $SPY $ES $NDX $NQ_F #BTC  #footprint #retail #smashmemes #smashlevels https://t.co/bca7wDDGEz,34,5,2021-07-20 21:23:45,life of a retail trader 🙃#es_f $ spx $ spy $ es $ ndx $ nq_f # btc # footprint # retail # smashmem # smashlevel https://t.co/bca7wddgez 
318,nasdaq stocks,@ball82811,4754,3571,https://t.co/0U7H7EAPlF please join us for our new coin launch august 15 th vc will be open Questions will be answered guys if you’re looking for a legit projectt join the telegram room and come and be a part of this $XRP $BTC $ETH #dogecoin #SAFEMOON #babychicken #BabyDogeCoin,5,4,2021-07-20 21:23:37,https://t.co/0u7h7eaplf please join we for we new coin launch august 15 th vc will be open question will be answer guy if you be look for a legit projectt join the telegram room and come and be a part of this $ xrp $ btc $ ETH # dogecoin # safemoon # wabychicken # BabyDogeCoin 
319,tamer,@Marrakesh81,1196,359,"@elonmusk @blueorigin Woooow#FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjbjU9 https://t.co/ZPVREAq8j5",2,2,2021-07-20 21:22:47,"@elonmusk @blueorigin Woooow# free Doge # freedogetoken @ FreeDogeToken1 which one do you think 50 x 100 x 1000 x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aae you be amazing , elon mask be talk about we # btc # BabyDoge # binance # bscgem # bscscan # sh ı bhttps://t.co/siawfjbju9 https://t.co/zpvreaq8j5 "
320,LeoFinance #Kingdoms 🦁,@FinanceLeo,627,4862,It Cracked. Now What? #BTC #Cryptohttps://t.co/NCIpJFpmRW,12,2,2021-07-20 21:22:36,it crack . now what ? # btc # cryptohttps://t.co/ncipjfpmrw 
321,tamer,@Marrakesh81,1196,359,"@elonmusk @blueorigin Is it real#FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjbjU9 https://t.co/1MeZIPXPb1",2,2,2021-07-20 21:22:06,"@elonmusk @blueorigin be it real # free Doge # freedogetoken @ FreeDogeToken1 which one do you think 50 x 100 x 1000 x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aae you be amazing , elon mask be talk about we # btc # BabyDoge # binance # bscgem # bscscan # sh ı bhttps://t.co/siawfjbju9 https://t.co/1mezipxpb1 "
322,Crypto Bezos,@BezosCrypto,1159,594,"Most institutional investors expect to buy digital assets, study finds - Reuters #Bitcoin #BTC #XRP #ETH #BCH #LTC #ADA #ZEC #BTT #TRX #LOOM #BAT #PUNDIX #ETN #BNB #XVG #POWR #ARK #DCN #PAC #DOGE #SUSHI #MATIC #KCS #ONE #TEL #AAVE #SHIB  https://t.co/kjpiLw9FMq",1,1,2021-07-20 21:21:42,"most institutional investor expect to buy digital asset , study find - Reuters # Bitcoin # BTC # xrp # ETH # bch # ltc # ada # zec # btt # trx # loom # bat # pundix # etn # bnb # XVG # powr # ark # dcn # pac # doge # sushi # matic # kcs # one # tel # aave # shib https://t.co/kjpilw9fmq "
323,LunarCRUSH 🚀 Social Listening for Crypto,@LunarCRUSH,1313,116549,Q: What happens when you combine standout social activity + price performance that beats $btc? A: You get AltRank™ 🚀Top 10 coins by AltRank™1 $comp2 $chr3 $qnt4 $ftt5 $iost6 $floki7 $celo8 $alpha9 $rari10 #everrisehttps://t.co/bDd4iTwMho https://t.co/Ge9AG2ylE4,71,23,2021-07-20 21:20:49,q : what happen when you combine standout social activity + price performance that beat $ btc ? a : you get AltRank ™ 🚀 top 10 coin by AltRank™ 1 $ comp2 $ chr3 $ qnt4 $ ftt5 $ iost 6 $ floki7 $ celo8 $ alpha9 $ rari10 # everrisehttps://t.co/bdd4itwmho https://t.co/ge9ag2yle4 
324,LC Crypto #HungarianVizslaInu,@l_czill,5228,8915,"@ashwsbreal My favorite project on bsc is the first hungarian token:@HunVizslainuGreat team and community, first charity event already done, more to come, great roadmap.Despite the current btc market situation, today the coin gained +15%! Since the launch +950x",34,19,2021-07-20 21:20:16,"@ashwsbreal my favorite project on bsc be the first hungarian token:@hun Vizslainu great team and community , first charity event already do , more to come , great roadmap . despite the current btc market situation , today the coin gain + 15 % ! since the launch + 950 x "
325,The $SHIB Cryptologist 🐕,@onanoctupus,115,4752,@army_shiba @Limaryo88 Short term? 6-12 months?#BTC to 150k$LEASH to 20k$Shib to .0005,91,13,2021-07-20 21:19:29,@army_shiba @ Limaryo88 short term ? 6 - 12 month ? # btc to 150 k $ leash to 20 k $ shib to .0005 
326,Ryan Fleischmann,@RyFleisch,1169,440,Prediction : Square and Tesla are going to collaborate to create an integrated Bitcoin management  / Renewable energy product that sits in your home. Mines Bitcoin and runs the BTC lightning network when your Tesla vehicle doesn’t need charging / excess power from Tesla solar,1,1,2021-07-20 21:19:25,prediction : Square and Tesla be go to collaborate to create a integrate bitcoin management / renewable energy product that sit in you home . Mines Bitcoin and run the BTC lightning network when you Tesla vehicle do not need charge / excess power from Tesla solar 
327,Criptomaniaco,@Criptomaniaco8,993,350,do not throw your coins into the sea there are whales buying cheap and then selling high don't be an idiot #BTC #ada #BTT #dogecan #BabyDoge #blockchain #ShibaSwap #UpholdInc #buyandhold #Cardano #Robinhood #Polkadot #BinanceTurns4 #Tesla #Apple #Fiat #Google #AHORA #buythedip,5,1,2021-07-20 21:19:21,do not throw you coin into the sea there be whale buy cheap and then sell high do not be a idiot # BTC # ada # btt # dogecan # baby Doge # blockchain # Shiba swap # uphold Inc # buyandhold # Cardano # Robinhood # Polkadot # BinanceTurn 4 # Tesla # Apple # Fiat # Google # ahora # buythedip 
328,BlockchainLeaks,@LeaksBlockchain,75,22469,Check out a segment of #BCLeaks contributor #ChicoCrypto latest video where he discusses Bitcoin &amp; it’s chances of pushing up to the 100k levels! As always click the link to watch the whole video! 👉👉 https://t.co/SlNLjpWI9s #bitcoin #btc https://t.co/C2g7g4jyVn,117,18,2021-07-20 21:19:15,check out a segment of # BCLeaks contributor # ChicoCrypto late video where he discuss Bitcoin &amp ; it be chance of push up to the 100k level ! as always click the link to watch the whole video ! 👉👉 https://t.co/slnljpwi9s # bitcoin # btc https://t.co/c2g7g4jyvn 
329,Mangamation,@MangamationZ,57,54,desktop/laptop computer for https://t.co/XLHLOJibFh the team are pushing major updates as we speak and getting ready for mobile apps to drop!  #verox #vrx #altcoin #DeFi  #Ethereum #btc #AI,4,1,2021-07-20 21:19:14,desktop / laptop computer for https://t.co/xlhlojibfh the team be push major update as we speak and get ready for mobile app to drop ! # verox # vrx # altcoin # defi # Ethereum # btc # AI 
330,Jared Tate ©️,@jaredctate,735,36464,"Looks like #Bitcoin core just dropped release candidate 1  w/ v22.0rc1 a few hours ago. Main proposed v22. release planned August 1st. Note, $BTC devs have removed the ""0"" before versioning now since people kept asking when version 1.0 would be ready. 🤣 https://t.co/pqtWNNXPgx",35,8,2021-07-20 21:19:11,"look like # Bitcoin core just drop release candidate 1 with v22.0rc1 a few hour ago . Main propose v 22 . release plan August 1st . note , $ BTC dev have remove the "" 0 "" before versioning now since people keep ask when version 1.0 would be ready . 🤣 https://t.co/pqtwnnxpgx "
331,Will Clemente,@WClementeIII,205,142975,Futures Leverage Ratio back at pre wipeout levels. Should add to the excitement as BTC moves towards a conclusion of the volatility squeeze we've been tracking over the last week. https://t.co/BdPHSxcNcO,822,97,2021-07-20 21:18:26,future leverage ratio back at pre wipeout level . should add to the excitement as BTC move towards a conclusion of the volatility squeeze we have be track over the last week . https://t.co/bdphsxcnco 
332,The Lord of Crypto🇺🇸,@TheLordCrypto,666,2798,Will have to make $CGLD to cross 3$ today🔥🔥🔥🔥🔥🚀🚀🚀🚀🚀🚀🚀🚀#cryptotrade #Cryptocurency #cryptoworld #CryptoNews #crypto #cryptotrading $btc $eth,5,1,2021-07-20 21:17:25,will have to make $ cgld to cross 3 $ today🔥🔥🔥🔥🔥🚀🚀🚀🚀🚀🚀🚀🚀# cryptotrade # Cryptocurency # cryptoworld # Cryptonew # crypto # cryptotrade $ btc $ eth 
333,Nash,@nchintha,36,562,$AAGC - pure clean shell and RM candidate. $GME $AMC $DOGE $BTC $BB $NAKD $TSLA $SND https://t.co/3D6T31Lx85,3,2,2021-07-20 21:17:04,$ aagc - pure clean shell and RM candidate . $ GME $ AMC $ doge $ btc $ bb $ nakd $ TSLA $ snd https://t.co/3d6t31lx85 
334,DYOR.net Dev & Bot,@DYORCryptoBot,535,60788,[SCAN RESULTS - 15m - KUCOIN]KuCoin top 5 bullish trend (#BTC pair)1: $GAS2: $BCHSV3: $TRAC4: $XRP5: $EOSKuCoin top 5 bullish trend (#USDT pair)1: $EXRD2: $CUDOS3: $XHV4: $XCUR5: $AGIXRanking for KuCoin symbols not listed on Binance,5,1,2021-07-20 21:16:38,[ scan result - 15 m - kucoin ] KuCoin top 5 bullish trend ( # btc pair ) 1 : $ gas2 : $ bchsv3 : $ trac4 : $ xrp5 : $ eosku coin top 5 bullish trend ( # USDT pair ) 1 : $ exrd2 : $ cudos3 : $ xhv4 : $ xcur5 : $ agix Rank for KuCoin symbol not list on binance 
335,₳run,@ArunSar3,740,104,Watch this! $BTC $LTC $AMP https://t.co/KtPwvQERgF,1,1,2021-07-20 21:16:38,watch this ! $ btc $ ltc $ amp https://t.co/ktpwvqergf 
336,Posty,@PostyXBT,452,56627,Watching my portfolio value in $BTC (as a USDT maximalist) 🤝,41,1,2021-07-20 21:16:38,watch my portfolio value in $ btc ( as a USDT maximalist ) '' 
337,HEXstreamers,@HEXstreamers,1191,1060,"Big Pep is live! @BigPepCrypto""Talking About News, Hex Price and Pulse Sacrifice Phase."" #HEX #Crypto #BTC #ETH #DeFi #PassiveIncomeYOUTUBE: https://t.co/ODOnJIUCvH https://t.co/LmeIPniTWL",7,1,2021-07-20 21:16:31,"big pep be live ! @ BigPepCrypto "" talk about news , hex price and pulse sacrifice phase . "" # hex # crypto # btc # eth # defi # passiveincome YOUTUBE : https://t.co/odonjiucvh https://t.co/lmeipnitwl "
338,Crypto Baby,@Chrisk239,261,93,@ZootRabbit @ZooTokenio If your not in #zoot you better be. #zooprediction here we come. $goat #goatoken #Bitcoin  #doge $doge $btc #crypto #shiba $shib $eth #ethereum #uniswap #altcoins #defi #altcoin #ALTSEASON #AltSeason2021 #cryptocurrencies #blockchain #DeFi $zoot,9,1,2021-07-20 21:16:29,@ZootRabbit @ZooTokenio if you not in #zoot you well be . # zooprediction here we come . $ goat # goatoken # Bitcoin # doge $ doge $ btc # crypto # shiba $ shib $ eth #ethereum #uniswap # altcoin # defi # altcoin # ALTSEASON # AltSeason 2021 # cryptocurrency # blockchain # defi $ zoot 
339,Abdulrazak,@Zarch_001,490,201,"Ọmọ someone tóo should send me BTC, even though na ETH. I no mind😩 https://t.co/RNHlyOGV6V",2,1,2021-07-20 21:16:28,"be someone tóo should send I BTC , even though to ETH . I no mind '' https://t.co/rnhlyogv6v "
340,Xrp_JohnWickz,@XRP_Johnwickz,117,1986,🔥🚨 ATTN #XRPCommunity &amp; #CryptoTwitter 🚨🔥This is an URGENT PSA to the WHOLE Crypto Community#cryptocrash #BitcoinCrash #cryptocurrency BIG $$$ use retail education against you and are FOOLING YOU!!#BTC #XRP #ETH #BNB W/E!PLEASE WATCH &amp; SHAREhttps://t.co/HYhiBt8K51,12,3,2021-07-20 21:16:27,🔥🚨 attn # xrpcommunity &amp ; # CryptoTwitter 🚨🔥 this be a urgent psa to the whole Crypto Community # cryptocrash # BitcoinCrash # cryptocurrency big $ $e use retail education against you and be fool you !!# BTC # xrp # ETH # bnb W/E! please watch &amp ; sharehttps://t.co/hyhibt8k51 
