,Name,User Name,Following,Followers,Tweet,Favorite,RT,created at
758,DeSota Wilson,@desota,7443,8489,#Crypto prices | 3:30 PM | 7/20/21 https://t.co/t9zjm0h02K #Bitcoin #BTC $BTC #Ethereum #ETH #Tether #USDT #Polkadot #DOT #Ripple #XRP #Cardano #ADA #Litecoin #LTC #BitcoinCash #BCH #Chainlink #LINK #Dogecoin #DOGE #BinanceCoin #BNB #USDCoin #USD #Uniswap #UNI #cryptocurrency https://t.co/qxYi6mxZsX,3,0,2021-07-20 19:30:43
759,Bitcoin_Proponent,@BTC_Proponent,1944,741,@PsychedelicBart I registered my twitter account two years after i started to accumulate #Bitcoin.  Bitcoin twitter is one of the most useful thing in our ecosystem. Many people will lost their strength and become weak hands  if bitcoin twitter doesn't exist.,3,1,2021-07-20 19:30:40
760,Crypto.Venture,@OmgaanMetCrypto,410,549,New Post: Neo-Nazi’s Bitcoin History Suggests Russian Darknet Link https://t.co/R6eo4Ibp1W#cryptonews #cryptocurrency #blockchain #crypto #ethereum #btc #eth #litecoin #altcoins #bitcoinnews #bitcoins #ripple #cryptomining #coinbase #cryptocurrencies #investing https://t.co/7F2tjfaDLO,0,0,2021-07-20 19:30:25
761,tamer,@Marrakesh81,1199,360,"@CyrptoSalvador @1goonrich @Red_FEG #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjsViJ",4,2,2021-07-20 19:30:20
762,Azy,@Itsyaboy07,320,16,@CryptoWizardd You’re happy about a 20% pump even though fet will go down another 70% till btc hits around 20k.. I mean fair enough I guess,12,1,2021-07-20 19:29:40
763,Aaron ✌️,@Silver_Gold_BTC,270,2018,Where did the #bitcoin laser eyes go? Weird... https://t.co/oE2Ftcswcf,17,1,2021-07-20 19:29:36
764,NFT information Alert,@NFT_info_alert,20,536,【9.67% Cheaper than Average】📉📉Title: Visitor of Imma Degen #2148Opensea:BidPrice:ETH 0.17dayVol:13.5073#NFT #CRYPTOART #opensea #hashmasks  $BTC #visitorsofimmadegen04:29 https://t.co/DajsyeDKfZ,1,1,2021-07-20 19:29:28
765,Kunal rastogi I 🇮🇳 Klever India I #klv #kfi,@Itz__kunall,190,55,Its my birthday 🥳🎉 Thanks god for everything and giving me wonderfull opportunity to be part of @klever_io  community . #klv #kfi #dvk #trx #btc @SamTheCarpetMan @kleverindia  @BLACK22HOLLYWOO And i expect some #gifts TJ3E9i3jU9HTnTHMBYA8Ad1MFP1PaayqjQ,6,1,2021-07-20 19:29:24
766,Balkar,@BalkarMidlun,1,41,This might put a stop to privacy coins and #BTC lightning network in the EU.https://t.co/QMuei2zwRH,1,1,2021-07-20 19:29:21
767,CryptoCat,@Crypto_BTC_Cat,89,104,🌶️ Jeju Island Peppers Are Grown From A Volcanic Island In Jeju - Where The Soil Is Super Rich In Nutrients - Making The Rare Chili Peppers Grow Super Healthy &amp; Very Flavorful~! 💥Kick Up Any Meal With These Featured Hot Sauces ---&gt; https://t.co/X7vcSdVhWU 👈😋🌶️🔥,2,1,2021-07-20 19:29:17
768,Cody Kadatz,@CKadatz,47,25,@AltcoinDailyio Check out $Raptor they just released yield farming with a raptorswap soon to come. Run on green servers and have staking and lottery. #ETH #BNB #altcoin #BSCGems #btc #Coingecko #CoinMarketCap https://t.co/dLNqU7QuDG,9,5,2021-07-20 19:28:53
769,Coinberry,@CoinberryHQ,276,3168,"Accepting payment in #Bitcoin is now easier than ever! With #Coinberry Pay, small businesses, charities and artists can now accept $BTC with just a few clicks https://t.co/bBjoNrH1ck https://t.co/gJ7yticmWi",7,1,2021-07-20 19:28:53
770,Charles,@cspratt15139,212,712,$clv @clover_finance @Polkadot Someone just shorted 139k #tokens @1.39  Do not sell! #buythedip #crypto #cryptocurrencies #altcoins #Coinbase #KuCoin #fxtrading #BTC #ETH #Ethereum #USDT #CryptocurrencyNews #crypto #Definews #defi #crosschain $btc $eth$aave $comp $uni $dot https://t.co/gq5pZkA2xm,6,3,2021-07-20 19:28:33
771,Lance,@Aim4Kingship,27,9,"@BTCization I survived 2018, I'll survive any other crash. You have to think for the long run. You think I'll care if I bought btc at $10k or $20k when bitcoin is $250k in 10-20+ years? I don't think so. 🚀🚀🚀",19,1,2021-07-20 19:28:32
772,🦾MoonShotJosh🦾,@MOONSHOTJOSH,3497,4953,$FET @Fetch_ai headed to the top 10. $CRYPTO $ALTS $BTC $ETH $MATIC $DOT $XRP $SOL give them a look. #AutonomousAgents https://t.co/7FlvpmdCJP,128,23,2021-07-20 19:27:47
773,WanaBe 🍦 ⚡,@To_The_Mars_,1042,1101,"@SAFEMOO06911315 There is something better than #BTC, #ETH or #ADA, even better than #Safemoon! It's #AVAX! Why? Because any of these assets can be migrated to Avalanche subnet where they become 100x more effective and valuable!!! AVAX is the Platform of Platforms!",2,1,2021-07-20 19:27:36
774,Billy #Boom Kane,@BillyKane0,148,488,#BTCEU plans to make #Bitcoin transfers more traceablehttps://t.co/KJvObRFiHe,1,1,2021-07-20 19:27:31
775,Crypto Dark Knight 🦇,@DarkKnightBTC,1000,1726,$coti / $btc and $usdt pair. I think its good place for bounce. All on charts #crypto https://t.co/TbdX8w8AMv,4,3,2021-07-20 19:27:23
776,Prince MoonShot,@CoshJoulter,26,25,@safemoon 1/2 @safemoon  hits lowest price today since march 16th 2021 even though BTC is on the rise. Why you may ask? Because manipulation. No coin has ever consistently dropped like this unless it was being used for A) wages B) a slow methodical rug pull. Yes dev are fully doxxed but⬇️,48,2,2021-07-20 19:27:18
777,PrincessDiss 👑,@princess_diss,87,6060,It seems to be endless. 🥱 Come to the original instead of the poor imitations.• Findom Femdom Goddess Worship HumanATM Cashslave CPM OnlyFans Brat Kik Discord BTC Drain Wifehate Rinse Expose Blackmail Chastity Sissy Boot Heels Leather PVC Latex Paypig • https://t.co/sXrDNMpalm,12,5,2021-07-20 19:26:34
778,Wage Street Gaming,@wagestreetgg,1,335,Share your PSN/Xbox/Steam/Origin usernames in our #wsg-match-setup channel on Discord. This will make it easier for you to setup your matches! Link to our Discord page is here: https://t.co/0ZO03ZQTrxJoin. Challenge. Earn Your Wage.#esports #gamer #gaming #Metrix #crypto $BTC https://t.co/N4fpEBOctt,9,10,2021-07-20 19:26:17
779,Charlie,@btc_charlie,385,26702,Low key wishing I bought some $HEX when all the bots were shilling it in December 2020... Sheesh.Anywhere I can short it? 😅 https://t.co/QHurdrpPrB,17,1,2021-07-20 19:26:14
780,Devias,@cryptodevias,902,4756,Exchange outflows are increasing againThe $BTC liquidity crisis pump to 100k is comingGet ready 🚀 https://t.co/uf9TqRWJ1B,7,2,2021-07-20 19:25:43
781,CryptOracle,@CryptOracle9,159,29,"@Greenpeace ⏳I came from another dimension for predict than you need to save our home👽🌍Check $SPE recent perfect score on Certik Audit💎carbon credits incoming🔥 a true green movement token, save our home 🌳@SPE_Token_BSC #btc #bsc",3,2,2021-07-20 19:25:30
782,Volume Alerts,@TraderWisdom,1,36480,"Unusual #volume spike in $FETUSDT- 1,776,380 USD worth of $FET traded in the last 5 mins.- 51 times the average volume in $FET - $USDT$binance $bsc $crypto $BTC $ETH $DOGEFor latest alerts, checkout - https://t.co/rLLR03cU0l https://t.co/gqkWf7LVsc",3,1,2021-07-20 19:25:20
783,Prosper Otemuyiwa,@unicodeveloper,12397,54953,"People are building in this space &amp; I’m here for it. 😍Started using @ourPayDay last week &amp; it’s been nothing short of amazing 😊I can top up &amp; send money from USD to mPesa, Gh cedis, Rwanda Franc &amp; Naira &amp; withdraw to BTC wallet as well! 🔥 🚀 https://t.co/ffmANiStgB",212,45,2021-07-20 19:25:17
784,CryptoCat,@Crypto_BTC_Cat,89,104,"Do you ever wonder if there is a crazy good hot sauce you can add to all your favourite meals?https://t.co/X7vcSdVhWU 🔥 Has What Your Looking For, If What Your Looking For is a flavorful and unique hot sauce made from real jeju volcano fire!#hotsauce #spicyfood #foodie #food https://t.co/LDCIUMGwhr",3,1,2021-07-20 19:25:04
785,Bitcoin Price,@coinpricenow,3,5379,"1 Bitcoin ( #BTC )Dollar: 29,856.23$ 1 Bitcoin Cash ( #BCH )Dollar: 4,02.75$ 1 Ethereum ( #ETH )Dollar: 1,799.19$ 1 Ripple ( #XRP )Dollar: 0.53218$ Date: 20 Jul 2021 19:24#Bitcoin #Ethereum #cryptocurrency #crypto #altcoin #Blockchain #Ripple",2,1,2021-07-20 19:24:37
786,Not_right_not_left,@fsadadj23,563,115,@insiliconot I´m trying to tell that every alt chartist who paints some support levels on his fav shitcoin while btc has high volatility...Makes zero sense,6,0,2021-07-20 19:24:33
787,notipatccs,@noticiaspatinez,666,280,To support with a small gesture entrepreneurs Guiria Venezuela Uphold epatinez@gmail.com https://t.co/26ROKW1AIF Btc:18ft6HHZTKaKCpAvRN8SJwwke5dHWsVURY   Eth:0xd408b1F49Ee97BD66dd4ab0aD7Cf9b01DB70d5a2  #blockchain #crypto #coin #bitcoin #cryptoart #donate #community #charity https://t.co/0RoRDwQl2u,2,1,2021-07-20 19:24:15
788,Neil Wilson,@NeilWilsonAWS,167,22,"@Leerzeit I said this the other night n i was ridiculed on here but ive done enough research and some basic maths and its not going to take a high xrp price to flip btc, if settlement comes during btc bear market institutional investment that otherwise was going to btc could end up in xrp",32,1,2021-07-20 19:24:14
789,Brandon,@BTCrypt0,222,181,"@alistairmilne All those same people were laughing at me when I was buying BTC at $200 in 2015 saying the same thing. Yep, they are still stuck on repeat.",38,1,2021-07-20 19:24:13
790,Miracle Nwokwu,@bitvillealpha,684,817,BTC EID BULLS SACRIFICED? YOU NEED TO SEE THIS CHART NOWhttps://t.co/AdsReQz72K,1,1,2021-07-20 19:24:07
791,Gary Black,@garyblack00,98,81011,"From a CFO/Board standpoint, the investment decision comes down to simple risk/return math.Replacing $1.5B cash depreciating at 2% per yr due to inflation, with $1.5B of #btc with an annualized volatility of 60% (!) makes no sense. No Board would accept that risk/reward. $tsla",108,3,2021-07-20 19:23:55
792,Ledn,@hodlwithLedn,598,9587,"📢#Bitcoin Economic Calendar Update - During the past seven days:• Yields on the 10 Year Treasury Bond dropped by 20% • Meanwhile #BTC dropped by roughly 10% Considering that the former's size is almost 50X that of the latter, bitcoin has been showing resilience ✊🏼",29,2,2021-07-20 19:23:52
793,Whale Sniper,@Whale_Sniper,6,61750,Binance - BTC Market#FET - Unusual buying activity24.43 BTC in 12 minutes (11%)B: 0.00000861 ❇ (14.95%)A: 0.00000864 ❇ (15.20%)24H Vol: 239.21 BTCLast signal: 2 days ago (2/7D),9,2,2021-07-20 19:23:49
794,Kevin Svenson,@KevinSvenson_,1089,45256,The Stock Market seeing epic rebound today. Positive sign. Yesterday I was worried that the new #COVID variant News was going to cause increased bearish speculation. #Bitcoin performs better with a stable stock market. Lets just hope #BTC can finally recover from the China bans,109,7,2021-07-20 19:23:24
795,🌸Digi Gal ©,@DigitalGal_,232,3064,cheers 🥂😂 #cryptocrash #doge #ethereum #btc https://t.co/ISkU9PFppE,15,2,2021-07-20 19:23:23
796,Bright Avian,@chda14,1823,366,"@charliebilello I like how ADA did go up way more than BTC from 2020 lows, but still dropped only the same percentage from ATH. It’s basically the PERFECT alt!",5,2,2021-07-20 19:23:21
797,ChadStrat,@MontanaChillin,95,18,"Sell your car, buy 1 #Bitcoin. $BTC === freedom.",2,1,2021-07-20 19:22:46
798,PrincessDiss 👑,@princess_diss,87,6060,Third fan of the day caught.Beware those who don’t have brain cells to write even their own tweets.• Findom Femdom Goddess Worship HumanATM Cashslave CPM OnlyFans Brat Kik Discord BTC Drain Wifehate Rinse Expose Blackmail Chastity Sissy Boot Heels Leather Paypig • https://t.co/gLTP0tkOek,14,5,2021-07-20 19:22:14
799,Kunle Ayuba,@KunleAyuba,1429,392,What is pumping $WSPP is it bug or something? Anyway impossible is nothing! #WSPP to the moon!! 🚀🚀🚀 #WolfSafePoorPeople $wspp $bnb $btc #BUSD #Crypto https://t.co/pfkxSS6DM8,6,2,2021-07-20 19:22:07
800,Travis,@tgabe11,267,98,"The #ZooPrediction testing was 🔥Hats off to the devs, this product is AMAZING!I won 36.3 billion $zoot in the one round from just a small placed bet!#zoot #BinanceSmartChain #Cardano #BSCArmy #bnb #FEG #hokk #dogecoin #SHIBASWAP #SHIB #BTC #ETH #Polygon #PolygonMatic #FEG https://t.co/oCS1OvN9k5",64,29,2021-07-20 19:22:03
801,notipatccs,@noticiaspatinez,666,280,To support with a small gesture entrepreneurs Guiria Venezuela Uphold epatinez@gmail.com https://t.co/26ROKW1AIF Btc:18ft6HHZTKaKCpAvRN8SJwwke5dHWsVURY   Eth:0xd408b1F49Ee97BD66dd4ab0aD7Cf9b01DB70d5a2  #blockchain #crypto #coin #bitcoin #cryptoart #donate #community #charity,1,1,2021-07-20 19:21:52
802,Callof.Crypto,@ExplorerDavid,2043,1011,"I‘m in my summer break, opened my Crypto-Wallet and my face looked like this 👇#Bitcoin #Crypto #Altcoins #DeFi #NFT #NFTartist $CRO $BNT $LINK $ETH $VET $CRV $BOSON $DOGE $BTC https://t.co/pg0pVCtiPS",3,1,2021-07-20 19:21:39
803,₿$ ⓣhommie 🅢🅣🅡🅞🅝🅖 ⓣⓔⓛ©ⓞⓘⓝ™ 📱💰📲 ⓥⓡⓐ ©,@Thomash83191,511,903,"Mega #Whale Wallets Dormant Since 2018 Abruptly Add $841,000,000 in #BTC Over the Weekend | 🤯🐋 Showing themselves to us… Whales playground..bottom is near⁉️#Bitcoin  https://t.co/P062JhibJe",5,2,2021-07-20 19:21:33
804,Giorgi Kvesitadze,@GiorgiKvesitad1,656,2702,can someone who knows thing or two abou TA confirm or deny that in 2013 and 2017 btc went parabolic from July till Decemer?,1,1,2021-07-20 19:21:31
805,Mike Davis,@MikeDavisYT,128,8947,Attention🚨 I buy #btc on @BlockFi I buy #doge on @Gemini PASSIVE INCOME BABY!!,42,9,2021-07-20 19:21:23
806,NFT information Alert,@NFT_info_alert,20,536,【49.5% Cheaper than Average】📉📉Title: Sweet SwanOpensea:BidPrice:ETH 3.67dayVol:614.9713#NFT #CRYPTOART #opensea #hashmasks  $BTC #veefriends04:21 https://t.co/bB64RmlTkB,1,1,2021-07-20 19:21:22
807,WW Fund 📈 🧙‍♂️,@WW_Fund,2762,474,"#bitcoin 6hr chart right now.. #BTC $BTC$29,820 current priceCan we break back above $30k today? via @FTX_Official @cryptowat_ch https://t.co/EfUI21Z1GV",2,1,2021-07-20 19:21:18
808,#Help Me Pay My Bills,@LightningPayBil,56219,77480,https://t.co/DysqvXssXg Enjin plans to use NFTs to promote sustainability and equality as member of UN pact https://t.co/R66un8zHjn #btc #lightningnetwork #Bitcoin,1,1,2021-07-20 19:21:16
809,Behi Arduino,@behiArduino,1094,851,@englishtutor020 Good poll!#dogecoin #doge #dogecointoadollar #DogeToAdollar #Dogecoinarmy #DogecoinToTheMoon #xrp #Bitcoin  #BTC  #ETH #Litecoin#giveaway #LTC #USDT #USDtether https://t.co/vUKzk3atll,6,3,2021-07-20 19:21:10
810,tamer,@Marrakesh81,1199,360,"@KriptoData #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjsViJ",3,2,2021-07-20 19:21:08
811,NFT_Kittys😻,@NFT_Kittys,740,399,@Jrmjrm12 @Chrisk239 @cryptorecruitr @Bitboy_Crypto @deezy_BTC @ZooTokenio @ZooTokenio #ZooToken  to the moon 😻🙌🏻🚀🤙🏻🆙🆙🆙🆙🆙🆙😻🚀📈,2,1,2021-07-20 19:20:58
812,I am Morales,@morales_eth,295,1144,$BTC $ETH $MATIC https://t.co/AdvFv3loVp,6,1,2021-07-20 19:20:56
813,tamer,@Marrakesh81,1199,360,"@CryptoLego0311 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x   🚀🚀🚀🚀🚀0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjsViJ",4,2,2021-07-20 19:20:54
814,Henley Montgomery,@henleym25,477,161,@100trillionUSD @scottmelker I’m guessing this is precisely why the FUD that “the vast majority of BTC being held by very few hands” is very misleading.  It’s not true.  It’s an exchange thing.  Which really should be obvious.,18,1,2021-07-20 19:20:49
815,CAFanDuelPlayer,@93722guy,417,78,#Litecoin #BTC are Strong Buys right now for the long term 5yrs min. I've been buying #Litecoin for some time. The highest price I paid for it was $265 yes it went to $400 but I didnt sell.  I been nibbling on the way down NOW as of last night I am LOADING THE FUK UP!,2,1,2021-07-20 19:20:48
816,Ruslan,@kolibaba_ruslan,4852,3948,Win 140.000 FCLLottery celebrating the Bitfinex listinghttps://t.co/JeLDlVdyXz@Zloiahilles @NapaExtraTablet @coinfreess @cryptolover103 @phantomdox @BTC_IFC @CryptoDragon69 @itamar_dotor @jaswinderladdi1 @cash_to_yall,2,2,2021-07-20 19:20:36
817,tamer,@Marrakesh81,1199,360,"@CryptoLego0311 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 🚀🚀🚀🚀🚀0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjsViJ",5,3,2021-07-20 19:20:19
818,Kripto Diyarı,@DiyarKripto,178,32,"@CyrptoSalvador @CryptoLego0311 @FreeDogeToken1 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/HCN1TArUlv",10,5,2021-07-20 19:19:54
819,Flavia,@flaviacarter,463,226,@seedphrase 💎 $TKINU is a hidden gem 💎📣 $TAIYO IS COMING ON JULY 21stSo @TsukiInuToken is getting a companion for the https://t.co/vcJnEHbJ45@missiontsuki has so much coming!Check it at https://t.co/gaA5TCYq5tDon’t miss it! #tsukisavestheworld #doge #btc #eth #shib #missiontsuki https://t.co/UYYBkdx3Yz,3,2,2021-07-20 19:19:29
820,Crypto Gems Hunter,@cryptogems5561,76,93,"@CyrptoSalvador @CryptoLego0311 @FreeDogeToken1 #FreeDoge #FreeDogetoken @FreeDogeToken1 @CyrptoSalvador we are ready to go to the moon as a community, are you? 🌈💪🏿😎🔥🙌which one do you think 50x 100x 1000x 🔥🔥🔥#MISSDOGE #BabyDoge  #BSCGem  #Binance    #Btc    #ShibaCoin #SAFEMOON https://t.co/CJcVX6c53b",16,3,2021-07-20 19:19:23
821,tamer,@Marrakesh81,1199,360,"@CryptoLego0311 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjsViJ",4,2,2021-07-20 19:19:15
822,tamer,@Marrakesh81,1199,360,"@CyrptoSalvador @CryptoLego0311 @FreeDogeToken1 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjsViJ",5,1,2021-07-20 19:19:08
823,pookenomics,@pookenomics,289,20,@AltcoinGordon He will regret it. The big pump is coming. Apple just announced #btc will be integrated into Siri. Everytime you speak to Siri you’ll get 0.0001BTC. If that’s not bulish I don’t know what is. To the moon! 🌝,14,1,2021-07-20 19:18:59
824,PennyMillionaire@Age25,@PennyMillionai2,694,1477,@Rugerbearcat @MoneybagsClay Sailing ⛵️ ships $icbu $PUGE $NSAV $pvdg $cydy #btc,3,1,2021-07-20 19:18:40
825,Mr.Kılıç,@CyrptoSalvador,32,935,"@CryptoLego0311 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/EM7jxSEn84",52,38,2021-07-20 19:18:26
826,HEXstreamers,@HEXstreamers,1191,1060,"DJ_cRYPTOMATic is live! @DJ_cryptomatic""[HEX-N-SOUL] :: [very chilled HipHop vibes] :: [80s Soul/Funk/Disco classics] :: [SAC &amp; CHILL] :: [ENG/GER]"" #HEX #Crypto #BTC #ETH #DeFi #PassiveIncomeTWITCH: https://t.co/YWTpTytMM0 https://t.co/I2FWGc7eAs",18,2,2021-07-20 19:18:22
827,JONATHAN WILSON CRYPTO CURRENCY INVESTMENT,@Jonatwilx,214,4494,"✅ I want to give some important information on how to make money with me 👇1️⃣ I never take money from you, you manage it yourself2️⃣ I trade on your account according to my algorithms, which are guaranteed to get profit3️⃣ I guarantee you a 100% result if you follow my #BTC https://t.co/4Uqbo9pLVx",1,1,2021-07-20 19:18:21
828,tamer,@Marrakesh81,1199,360,"@CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 🚀🚀🚀🚀🚀🚀0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjsViJ",1,1,2021-07-20 19:18:20
829,CryptoSquiz,@SquizCrypto,25,18,"@therealdogebtc , Rewards in not even 48 hours. Insane !! #cryptocurrency #doge #BTC https://t.co/bL49ernlRJ",77,29,2021-07-20 19:18:19
830,-Yalçın-,@yalcindgtkn,108,12,"@CyrptoSalvador @eness_turann #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/jUDCnIDBER",2,2,2021-07-20 19:18:15
831,PlanB,@100trillionUSD,192,629533,@scottmelker Those are Coinbase wallets. Coinbase reorganized wallets in Dec 2018 to ~100 wallets with 8000 BTC.,1250,47,2021-07-20 19:18:03
832,Mr.Kılıç,@CyrptoSalvador,32,935,"@TradeWars_10 @CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/EM7jxSEn84",8,4,2021-07-20 19:17:38
833,Kripto Diyarı,@DiyarKripto,178,32,"@CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/HCN1TArUlv",1,1,2021-07-20 19:17:32
834,tamer,@Marrakesh81,1199,360,"@CryptoLego0311 @FreeDogeArmyRT @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjsViJ",1,1,2021-07-20 19:17:31
835,Beyonder,@kripto21kripto,150,219,"@CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıb #BSC https://t.co/BzZZv36CAQ",2,1,2021-07-20 19:17:24
836,Mr.Kılıç,@CyrptoSalvador,32,935,"@Emelice36624645 @CryptoLego0311 @satoshinkuzenii @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/EM7jxSEn84",6,4,2021-07-20 19:17:12
837,Beyonder,@kripto21kripto,150,219,"@CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıb #BabyDogeCoin https://t.co/BzZZv36CAQ",2,1,2021-07-20 19:17:10
838,C h i m p 0x,@Chimp0x,15,2122,"@EverRise @LunarCRUSH What the noise recently tells me is that the vast majority of people here in this space are BRAND NEW, and that's really exciting.BTC is 10x from last year, and people are genuinely saying it's dead, its hilarious but we've seem it many times before.Keep calm and $RISE",8,1,2021-07-20 19:17:08
839,BTC Market Alert🚨,@btc_orderalert,2,24433,"🐋📈【Buy】 BTCUSDTQty：$1,128,691（37.9 BTC）🐳🐳Price：$29,780[19:17:01 UTC] on Binance Futures",3,2,2021-07-20 19:17:02
840,DYOR.net Dev & Bot,@DYORCryptoBot,535,60788,[SCAN RESULTS - 15m - #BTC PAIR]Binance top 5 bullish strength1: $FXS2: $PSG3: $ETH4: $ACM5: $ASRBinance top 5 bullish reversal strength1: $FET2: $PERP3: $SC4: $POLS5: $WINGAll results for free on https://t.co/vMSA8RwQ1G website!,2,1,2021-07-20 19:16:58
841,Beyonder,@kripto21kripto,150,219,"@CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/BzZZv36CAQ",2,1,2021-07-20 19:16:55
842,tamer,@Marrakesh81,1199,360,"@CyrptoSalvador @CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjsViJ",3,1,2021-07-20 19:16:52
843,Kayanadam,@skicemiyeti,906,782,"@CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/PN8laGFJ9K",2,1,2021-07-20 19:16:52
